"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes"
"NUP43",-0.439226976075899,4.3078509614227,-2.28532341962927,0.0252370300655559,0.389249478454791,-3.72060759649185,"NUP43"
"ATIC",-0.816259495234887,4.15998379156789,-2.28854537887403,0.0250388968730226,0.388160153320983,-3.72066496428908,"ATIC"
"PDE6H",-1.92390592715898,-1.37010293129725,-2.0654708618684,0.0424743153512712,0.464659089697158,-3.72282890942698,"PDE6H"
"CPEB1",-1.24309422946233,3.51603056028377,-2.3005678192295,0.0243133981014875,0.385698906246325,-3.72297315993899,"CPEB1"
"RUNX1T1",-1.33084768802394,5.42633392759887,-2.32434860427736,0.0229358231813562,0.378177019380083,-3.72623209070377,"RUNX1T1"
"RALY-AS1",0.755874032336337,0.780446634845274,2.17874322111404,0.032620688471994,0.427255937644246,-3.72730096206353,"RALY-AS1"
"CD5",1.50309622410888,0.810220549900991,2.11024526056954,0.0383078688989604,0.452149707249732,-3.72869873601152,"CD5"
"S100B",-2.58498846076394,1.70924227913909,-2.13392825093474,0.0362603379047282,0.441517622738944,-3.7292836181712,"S100B"
"DPF3",1.16002774522345,3.24795398065778,2.26651254126385,0.0264216836772016,0.398550081707008,-3.73031690786184,"DPF3"
"SHCBP1",0.889480124032481,1.23703447419999,2.16066712165637,0.0340448762332037,0.436888790248589,-3.73125726155696,"SHCBP1"
"TGIF1",1.48224120025238,4.07988050725026,2.23317736945887,0.028644991790285,0.409178060850803,-3.73223159157762,"TGIF1"
"CYP27B1",0.903369909895797,0.0793447508470387,2.12772329459067,0.0367804033039599,0.443046750501276,-3.73290965242349,"CYP27B1"
"TBX1",1.78256912925757,0.16984725656613,2.06909512878033,0.0421230771011053,0.463947956642897,-3.7334649740214,"TBX1"
"KCTD21-AS1",0.737927146388974,2.16377239779952,2.22798674145722,0.0290019604637725,0.411647443616178,-3.73512807720695,"KCTD21-AS1"
"BVES-AS1",1.09882299030703,1.72398648102866,2.22312168750602,0.0293430609193999,0.414834901750912,-3.73661166111945,"BVES-AS1"
"MS4A6E",1.77507110349973,0.0245980956917651,2.06267194042045,0.042747294789502,0.465283070738731,-3.74057002170279,"MS4A6E"
"PTHLH",1.67167791323952,0.783647633483449,2.11916126975065,0.0375219226897295,0.447118461792638,-3.7419233810023,"PTHLH"
"CYB5D1",0.945079570994204,1.90288358799984,2.18907759177782,0.0318300877814371,0.422793830165521,-3.7430813775554,"CYB5D1"
"SLC12A9",0.696477960497495,3.30954169332394,2.23801250438862,0.0283100018411956,0.40813517854415,-3.74479474430459,"SLC12A9"
"ERC2",-1.93725674745175,4.52301664710978,-2.31158539983483,0.0236695999058343,0.381490613139941,-3.74480583087441,"ERC2"
"DNAH17",1.19524619264527,1.33439212598322,2.12882534540322,0.0366858912618497,0.442854764374626,-3.74553054850386,"DNAH17"
"AMIGO2",-2.39062393424999,2.03228733644319,-2.12069212772464,0.0373978206038617,0.446984813204828,-3.74573463619709,"AMIGO2"
"RAMACL",-1.04883760011019,0.379418533671632,-2.10841661667557,0.0384708179894212,0.453171468824426,-3.74697935146417,"RAMACL"
"PON2",-0.772276863719873,5.69895541578216,-2.32082501020654,0.023128527035402,0.37838088279909,-3.74734760938439,"PON2"
"TRABD2A",1.13145109430893,1.21277241643234,2.08966486357339,0.0401767708738403,0.458107844191853,-3.74803566701567,"TRABD2A"
"CAPN3",-0.80761105540761,3.34459599772726,-2.20958073799849,0.0303110660391673,0.415965045822004,-3.74820931758779,"CAPN3"
"FAM106C",1.95511323708739,-0.401956449086463,2.06612149677556,0.0424110748168065,0.464252595734526,-3.75123083603058,"FAM106C"
"DGKE",-0.467666676557822,5.51729577814902,-2.31354891137791,0.0235474879941568,0.381490613139941,-3.7520793532924,"DGKE"
"LINC02709",1.16922145416693,-0.20901580414672,2.07121806486602,0.041918504626611,0.463634166957093,-3.75371287025109,"LINC02709"
"LINC01580",-1.53012613215779,-0.722363869777912,-2.04478372355474,0.0445279496133972,0.473165955324691,-3.75394645065957,"LINC01580"
"APOBEC4",1.27458430114504,-0.158113068552068,2.09899767359535,0.0393196929825546,0.454812613873808,-3.75613708384611,"APOBEC4"
"ERICH3-AS1",-1.97612380420009,-0.890662356704679,-2.04890368984135,0.0441122666524294,0.470715967713784,-3.75825133352347,"ERICH3-AS1"
"PDLIM2",1.44483856838732,3.83328709593354,2.24332343579453,0.0279544836692156,0.406837166662607,-3.76232340740462,"PDLIM2"
"LINC00467",0.710569418707255,3.67644206940563,2.26643745227436,0.0264265092293773,0.398550081707008,-3.7636752850561,"LINC00467"
"STAG1",-0.560377765066921,8.36202462600395,-2.34723217637237,0.021662974534327,0.366379510319278,-3.76523633116872,"STAG1"
"ALDH3B1",1.27736285700526,0.670719871465936,2.05606586347975,0.0433975983320577,0.468218323312732,-3.76663090458393,"ALDH3B1"
"ELOVL2",0.943493222905861,3.23757642493093,2.25670891220323,0.0270583200741744,0.403069621308781,-3.76806671586698,"ELOVL2"
"NMU",1.67062700143159,-0.335906502108862,2.06687516350283,0.0423379214291102,0.463947956642897,-3.77148509318172,"NMU"
"TNNT1",1.73014603264019,0.544931472946978,2.11531292459484,0.0378594196158858,0.45038384893127,-3.77408858847131,"TNNT1"
"MARVELD1",-1.92747501786938,1.6294532671545,-2.09256853185233,0.0399099168313979,0.456266189447396,-3.77464561053794,"MARVELD1"
"POU3F2",1.660266625357,-0.528521594009148,2.07172043261225,0.0418702207546342,0.463634166957093,-3.77595955618906,"POU3F2"
"LETMD1",0.384555531863607,5.2037803888635,2.30120530284691,0.0242736313407664,0.385698906246325,-3.77623413162258,"LETMD1"
"SCN5A",1.13712407793023,-0.122047244762004,2.05462043233359,0.0435410191753616,0.468844888929746,-3.77649993989993,"SCN5A"
"KPTN",0.558233129407579,2.11520787329237,2.22020532972229,0.0295492185066572,0.415882133068222,-3.77729603565778,"KPTN"
"SERPINF2",1.1408931695621,0.51140783970646,2.06256759394813,0.0427575009378216,0.465283070738731,-3.77778589277195,"SERPINF2"
"DAPK1-IT1",-1.64929214751664,-0.093716639521271,-2.03259733214402,0.0457772963884437,0.479355883873245,-3.77853206594293,"DAPK1-IT1"
"TMPRSS12",1.17108324659633,-0.233034376139456,2.06924677861685,0.0421084351204974,0.463947956642897,-3.78071622293075,"TMPRSS12"
"ZNF703",1.90762632063047,1.13471726880542,2.05599420659837,0.0434046987733023,0.468218323312732,-3.78083679223945,"ZNF703"
"CASQ2",-2.14798917593311,-0.27065832999382,-2.0266503403887,0.0463978497745559,0.480268077433248,-3.78101389685837,"CASQ2"
"FBXL13",0.686973054752825,4.63201901331751,2.29143487343169,0.0248623791347423,0.387375320341019,-3.78323264818622,"FBXL13"
"TMPRSS9",1.30684748464594,1.57075971628759,2.15012261959153,0.0349004775570266,0.44056283690604,-3.784410548064,"TMPRSS9"
"PMEPA1",-2.25249915243233,6.17711544739415,-2.26147608324804,0.0267553923472364,0.400857936353923,-3.78488022204648,"PMEPA1"
"CUX2",-2.17060166714913,0.735413839212025,-2.07638769165333,0.0414285236521828,0.461806957460118,-3.78551046474263,"CUX2"
"RAB37",1.4216353891918,1.12919389913878,2.10289789885198,0.0389662382694225,0.453577378174642,-3.78606616026272,"RAB37"
"KCNH8",-1.92251751415564,5.68398448167221,-2.32606810090345,0.0228385243498364,0.377880865843462,-3.78663257480418,"KCNH8"
"A2M-AS1",-1.31076752578733,0.9266063888057,-2.0580556513009,0.0432008310953486,0.467270788542007,-3.78719090855718,"A2M-AS1"
"DPYSL3",-1.4588991292912,6.2835342114406,-2.3204729482895,0.0231564788219022,0.37838088279909,-3.78770188477562,"DPYSL3"
"ESF1",-0.446611991953538,6.08093670898978,-2.31047287888734,0.0237266199643752,0.381490613139941,-3.78845286353591,"ESF1"
"ZNF215",-1.19850561271964,1.21888807162742,-2.14162663563989,0.0356034340252363,0.441198164903925,-3.79045316595522,"ZNF215"
"GCNT3",-1.21288529398096,-0.46287414649925,-2.04103650426724,0.0449089497521089,0.474946165560182,-3.79105299102494,"GCNT3"
"ECHDC1",-0.353387872177664,5.94437102598593,-2.30270061621401,0.0241846234725191,0.385337933299649,-3.79154080358967,"ECHDC1"
"SPATA1",0.844144463578115,3.11497347554388,2.20355331486684,0.0307508837243255,0.418097118722523,-3.7970013905492,"SPATA1"
"TMEM246-AS1",1.0567038620542,0.31210358831896,2.15561274288759,0.0344526873380729,0.438643334714134,-3.79893242840643,"TMEM246-AS1"
"LINC00863",0.655243991639187,2.87146063871168,2.21512640702342,0.029911285088148,0.415882133068222,-3.79951078588827,"LINC00863"
"SH3BP2",0.917794454911935,4.26604894636961,2.2173632920523,0.0297513448406078,0.415882133068222,-3.80080110495885,"SH3BP2"
"FERD3L",-2.11020295369078,-1.26600267585226,-2.01582547022514,0.0475459637117373,0.486626414423388,-3.80099228647672,"FERD3L"
"LINC02197",-2.3474933907987,2.63176254763974,-2.22577462035772,0.029165227915023,0.412976843006758,-3.80129618169351,"LINC02197"
"DCLRE1C",0.536071511028143,4.35676591882426,2.24487593923254,0.0278447136224724,0.406594156439007,-3.80247860916282,"DCLRE1C"
"FOXD2",1.70398063622702,-0.383925319006351,2.01769272772969,0.0473461942443616,0.485434856771539,-3.80377752562478,"FOXD2"
"CPNE8-AS1",-1.62028343450902,-0.187903004787949,-2.04826228141457,0.0441767608003439,0.470839620051091,-3.80493719878739,"CPNE8-AS1"
"IQANK1",1.29308521968786,-0.286383982829809,2.05146313458739,0.0438557195882683,0.470233706597342,-3.80502780452148,"IQANK1"
"TMTC1",1.60751266295977,5.63915276283824,2.28377694147817,0.0253407554877978,0.390510915088582,-3.80749681516694,"TMTC1"
"TBC1D23",-0.452334365908682,5.94472267088953,-2.29018551352591,0.0249385664411366,0.387375320341019,-3.8083920194817,"TBC1D23"
"ACSM4",-1.61268899478848,0.118381921633759,-2.05819621231395,0.0431869603702066,0.467270788542007,-3.80933812283063,"ACSM4"
"ACADVL",0.791807214936431,6.11123378357767,2.29821025866869,0.0244527821935954,0.386428518707243,-3.81132401867235,"ACADVL"
"ISYNA1",1.32605675827719,2.62158362829947,2.1430727082888,0.0354829223814127,0.441198164903925,-3.81239232824267,"ISYNA1"
"AXDND1",0.95512625195595,0.773986915990961,2.1075266720863,0.0385503376240609,0.453172062187443,-3.81373962704432,"AXDND1"
"MRPS28",-0.415538666111086,6.02590516651491,-2.29284859796272,0.0247764169209556,0.387177739048366,-3.81384910909621,"MRPS28"
"ZHX2",-0.732954720054008,7.50292917055136,-2.3126361931903,0.0236005144896926,0.381490613139941,-3.81439103650304,"ZHX2"
"LRRC3",-1.61109174303139,-0.21626719864673,-2.03040538968277,0.046005184396197,0.479355883873245,-3.81533030220662,"LRRC3"
"LINC01607",-1.39482157881454,0.181197322936097,-2.0298579430802,0.0460622523579144,0.479451479367554,-3.81570330352109,"LINC01607"
"NUP155",0.342989575379461,4.88408916239286,2.27031864176949,0.0261781026323927,0.398013948027289,-3.81653781736151,"NUP155"
"ANKRD13A",0.495086860392212,4.77845854743876,2.24972634658533,0.0275199651185914,0.40615908718558,-3.81685540990582,"ANKRD13A"
"PWWP3A",-0.504860236129777,6.13297972345913,-2.30237391196885,0.0242040457008263,0.385337933299649,-3.81697685931308,"PWWP3A"
"RRM2",1.13744625858233,1.61876067899553,2.14163014287017,0.0356031413118167,0.441198164903925,-3.81826569655785,"RRM2"
"NOTO",-2.00659008262533,-1.17766339208042,-2.00167582721574,0.0490834118003877,0.4928283324604,-3.81888967956568,"NOTO"
"LINC01460",-1.42080963598473,0.038886217735742,-2.06688250354667,0.0423372095162611,0.463947956642897,-3.8191864820703,"LINC01460"
"CLDN4",0.9956462613935,0.403323671975794,2.07911080774007,0.0411654470455978,0.461806957460118,-3.81942965825688,"CLDN4"
"FANCE",0.690031104399248,1.52045633333359,2.15656865857947,0.0343752344298279,0.438474343640801,-3.82060213346433,"FANCE"
"CASP2",0.459044791892527,4.25477801638977,2.23247965753836,0.0286900511231981,0.409178060850803,-3.82072620358516,"CASP2"
"TARBP2",0.636048205236477,2.54148400472649,2.20988199478506,0.0302892289995035,0.415965045822004,-3.82214492848766,"TARBP2"
"MRAP",1.27512101993469,0.0914620105168074,2.05683350074096,0.0433215964031831,0.468173099198698,-3.82232361216505,"MRAP"
"ZNF217",0.858729046164118,5.20699199080405,2.22080032126979,0.0295070555350951,0.415882133068222,-3.82319590775148,"ZNF217"
"ANKRD20A1",1.27423180926551,2.03728517323714,2.20960066024104,0.0303102444205442,0.415965045822004,-3.8242272373994,"ANKRD20A1"
"PCK1",-1.79156646311457,-1.02183360122249,-1.99784569317768,0.0495068346322023,0.495040533493578,-3.8244032105552,"PCK1"
"CYTH3",0.719221094405673,6.17244142279064,2.26226735126581,0.0266957216574905,0.400638406224008,-3.82464109091506,"CYTH3"
"FNDC4",-1.16672961109464,1.10057412823361,-2.10648279712683,0.0386437931734619,0.453172062187443,-3.82803786900378,"FNDC4"
"LINC01388",-1.77086791401826,-0.711657879493378,-2.00647479557289,0.0485572664813411,0.491621607566207,-3.82804759438461,"LINC01388"
"LINC00511",1.08150179821814,2.84082544616963,2.17472711460266,0.0329325307685598,0.429425725384319,-3.82856236903519,"LINC00511"
"SRXN1",-1.05528634389252,1.9311386206755,-2.16365052304739,0.0338061436325423,0.436291166009919,-3.82871288432174,"SRXN1"
"CHIT1",1.02617857521535,0.149417702463381,2.02677753439909,0.0463845021192215,0.480268077433248,-3.83056613016183,"CHIT1"
"HMBS",0.831978667757208,2.23891916237701,2.19309314436648,0.0315274438037398,0.420027673849375,-3.83128513373242,"HMBS"
"MKI67",1.37706612986585,1.92088013035748,2.15929636587333,0.0341550568700578,0.437356731820258,-3.83143338852421,"MKI67"
"ZSCAN21",0.493960495624334,3.24600869516405,2.21565253872855,0.0298735982576171,0.415882133068222,-3.831444727003,"ZSCAN21"
"PALMD",1.51895106413079,2.72192372613415,2.09787900632466,0.0394215827517492,0.455330792601158,-3.83245625057828,"PALMD"
"SAMD9L",1.53340283544981,4.47608374263512,2.12477915703224,0.037033939041327,0.444182669135161,-3.83338443778354,"SAMD9L"
"HIC2",0.767330755893009,3.07543070504893,2.21204215064368,0.03013305075558,0.415965045822004,-3.83372697913033,"HIC2"
"CAMK2N1",-1.79803231796283,3.33209995186032,-2.19623031851786,0.0313015978889586,0.419847129484231,-3.83374350110372,"CAMK2N1"
"ENKUR",-0.772580763683443,1.64462891826454,-2.16902990766083,0.0333793752075913,0.433347556032034,-3.83415956396094,"ENKUR"
"STPG1",-0.864535235509116,2.33581770755616,-2.16839667438579,0.0334293666130338,0.4336802451497,-3.83456412329038,"STPG1"
"GPR162",0.886570335452614,2.94821329366855,2.22879568744647,0.0289455824449825,0.411647443616178,-3.83493093719632,"GPR162"
"NRTN",-1.46349152569921,-0.235146063760528,-2.00307524244218,0.0489294816905239,0.4926551171537,-3.83494293060744,"NRTN"
"DSCAS",1.56036596931266,-0.658948357045999,2.00960685205912,0.0482164903515175,0.490122965029503,-3.83565217501659,"DSCAS"
"MEPE",-1.63336013134975,-1.00207892460356,-1.98822374796401,0.0505843659832685,0.500193570524422,-3.83596034949239,"MEPE"
"DLGAP1-AS2",0.654062434340099,1.87545272397685,2.132369875622,0.0363833424803594,0.441517622738944,-3.83785988876151,"DLGAP1-AS2"
"SMCR8",0.505186755232517,3.11113094476954,2.19976476071363,0.0310301867426515,0.418097118722523,-3.83801286228394,"SMCR8"
"LY6E-DT",-1.31334974156169,1.41827610921086,-2.13582594452752,0.036090436937101,0.441517622738944,-3.84037777248385,"LY6E-DT"
"CD40",1.63576304577045,2.38145465288889,2.02290539013153,0.0467923243661083,0.482603055319596,-3.84257337725981,"CD40"
"FOXG1",-1.8987062089935,-1.47792857444556,-1.98228373083921,0.0512595346179488,0.503236876263028,-3.84406960981232,"FOXG1"
"PRNCR1",-1.36642991543914,0.144606100386507,-2.00159983671529,0.0490917823165509,0.4928283324604,-3.84445422143707,"PRNCR1"
"ACOX3",0.456777993282401,4.59733576236433,2.2470014512424,0.027701991656812,0.406594156439007,-3.84669830717941,"ACOX3"
"RGS8",-1.59818902557872,-0.689073653500712,-1.98109923337617,0.0513950869931088,0.504289500215184,-3.84925077214232,"RGS8"
"PTGDR",-1.36272811366319,0.533695358289137,-1.98408465194982,0.0510540250030355,0.502350235236406,-3.84949382223022,"PTGDR"
"ZNF487",0.585370105198345,3.6103958521615,2.20108992676382,0.0309322399620663,0.418097118722523,-3.85009291946374,"ZNF487"
"CFAP65",-1.15914441415672,0.767567632641189,-2.14605840171478,0.0352352266860375,0.441198164903925,-3.8507781496233,"CFAP65"
"PTPN6",1.05781922573135,3.49554838569752,2.18788633597202,0.0319203579956819,0.423676697960583,-3.85090652022101,"PTPN6"
"CPO",-0.732466605026709,1.18978358798512,-2.14591592999992,0.0352470119436928,0.441198164903925,-3.85222194998537,"CPO"
"NECTIN1",0.918301837612162,3.14263844787553,2.19817609990558,0.0311479672610527,0.419049636643596,-3.8530282013975,"NECTIN1"
"FZR1",-0.547418376574735,4.05195705372458,-2.2347791485132,0.0285315585679433,0.40908484645053,-3.85422709728858,"FZR1"
"SLFN13",-1.59773012796868,1.01190956973678,-1.97797559982369,0.0517540214171261,0.505494176127331,-3.85489394540408,"SLFN13"
"LINC01277",-0.753905177679206,2.11374354526823,-2.17865379776539,0.0326276038080947,0.427255937644246,-3.85576708909186,"LINC01277"
"TRAFD1",0.415003469939558,4.15782018896981,2.22813081737699,0.0289919122980493,0.411647443616178,-3.85671325627943,"TRAFD1"
"LINC01315",1.50500001590075,0.732380525198105,2.07721891267662,0.0413448812670004,0.461806957460118,-3.85716160206028,"LINC01315"
"PRR11",0.859162156959917,1.70372635487565,2.11977349751739,0.037468472459217,0.446984813204828,-3.8577223642219,"PRR11"
"WASHC5",-0.431753641312009,5.6885081452517,-2.26615587033306,0.0264446118599908,0.398550081707008,-3.85797569477557,"WASHC5"
"PELI2",-1.88523766499444,6.25376862856184,-2.22382960275251,0.0293018295959499,0.41458129171567,-3.86037031815377,"PELI2"
"ZBTB16",-2.78951345261614,6.91574498536512,-2.24109978020627,0.0281083498428388,0.40813517854415,-3.86226972304351,"ZBTB16"
"CENPE",0.65650768238164,3.17596438874211,2.19465849058696,0.0314101511582095,0.419947816402744,-3.8628973304722,"CENPE"
"DDTL",0.799007410540282,0.710703103781917,2.08319318008992,0.0407805531354755,0.460934143452293,-3.86303640350898,"DDTL"
"FXYD3",-1.51791075810299,-0.983142633248889,-1.96891195471638,0.0528076611026557,0.508420733004462,-3.86353461439488,"FXYD3"
"RAPGEF3",-1.15238167889187,1.52855107688114,-2.04150862041008,0.0448607931258245,0.474753288722366,-3.86416313414472,"RAPGEF3"
"PTBP3",0.619539067215988,7.31781733101882,2.29420329870647,0.0246942903547283,0.387174106794822,-3.86574671937278,"PTBP3"
"CRYBB1",1.3419064455709,-0.0897496290987388,2.02879327314101,0.0461734119863566,0.479486907785975,-3.86661676350702,"CRYBB1"
"PDZK1",1.01938771866309,1.488087410326,2.13162037663802,0.0364471355203512,0.441517622738944,-3.86689713721544,"PDZK1"
"PRKACA",-0.625694148120854,4.67381368100692,-2.23602316789967,0.0284461357792552,0.40908484645053,-3.86808781772516,"PRKACA"
"COL16A1",1.35648380385745,2.0506633184222,2.07766217459163,0.0413027801429976,0.461806957460118,-3.86857360378042,"COL16A1"
"TBL1Y",-2.01409975795689,-0.850212818676284,-1.971059793793,0.0525563361519928,0.507402713519464,-3.8707781937505,"TBL1Y"
"MBNL2",-0.81338069414604,8.74653594972234,-2.32583384427466,0.0228439694166843,0.377880865843462,-3.87114698982075,"MBNL2"
"CDC14B",-1.01901394813719,7.22977454904073,-2.30744844889138,0.0239056430213402,0.38295710081002,-3.87118660749091,"CDC14B"
"RASL10B",-0.893231150770519,0.691964520351075,-2.09411918883991,0.0397657108467481,0.456074036147511,-3.87151537284379,"RASL10B"
"AK4",0.776211607258183,3.67981016572207,2.23043275012689,0.0288317849313064,0.410870248192412,-3.87167744348905,"AK4"
"POLH-AS1",1.10992030283513,0.134911573329678,2.04973113305046,0.0440291864151307,0.470638171116902,-3.87196852452328,"POLH-AS1"
"SRRT",0.445819005055665,5.2772477091413,2.24601994111327,0.0277678169901769,0.406594156439007,-3.87382122265201,"SRRT"
"RUSC1",0.445043696594508,4.39874982690574,2.24411444865255,0.0278960027513537,0.406837166662607,-3.87390527626864,"RUSC1"
"TBX2-AS1",-1.07241557908609,1.89315475501283,-2.14916139985592,0.0349793971013176,0.440933632440759,-3.87491070536286,"TBX2-AS1"
"MB",1.52583414020296,-0.15868432074463,2.03298955346429,0.045736621182033,0.479355883873245,-3.87568062035882,"MB"
"GSTM1",-1.92424673807102,-0.592683233114479,-1.9677327406436,0.0529460799124017,0.508848421361143,-3.87684337029564,"GSTM1"
"HMGB3",1.26388675224706,1.05109388893653,2.07393332933002,0.0416581051280064,0.462553096178033,-3.87692096215323,"HMGB3"
"SCARF1",0.831664069710398,2.5171242141459,2.08364273884646,0.0407383587922091,0.460934143452293,-3.87888065763827,"SCARF1"
"LGALS4",1.03469412106824,0.0481073050925947,2.01003000455239,0.0481706078665499,0.489936371095269,-3.87940169006161,"LGALS4"
"LMNB1-DT",1.09629628817702,0.445674962889417,2.02918132692174,0.0461328695447194,0.479486907785975,-3.8794232314344,"LMNB1-DT"
"SRGAP2B",0.818961066455826,5.90528522499055,2.24751427221966,0.0276676537996984,0.406594156439007,-3.88189036374292,"SRGAP2B"
"SLC6A9",-1.1690630119002,0.605582336424168,-2.0091370140016,0.0482674788649305,0.49036121935896,-3.88248103998756,"SLC6A9"
"LINC01194",1.71276501408684,-0.673275025196271,1.9946241308418,0.049865397862638,0.496248169076608,-3.88250823446528,"LINC01194"
"SBK1",0.77459704306626,1.00404117794266,2.12242428702509,0.0372378091989408,0.445488186715705,-3.88298841047258,"SBK1"
"TLX1NB",1.6431375033699,-1.01397281727628,1.97662848658099,0.0519094768024404,0.505494176127331,-3.88319118836287,"TLX1NB"
"POMZP3",0.594288464919503,3.65852869443695,2.20421290293499,0.0307024828855879,0.418097118722523,-3.8845709989937,"POMZP3"
"SLC18B1",-0.752583678478868,3.84178053515342,-2.1755244481604,0.03287041300626,0.428929971479781,-3.88490135101029,"SLC18B1"
"ZNF385D",1.5864590861945,3.38458913554927,2.14532398483292,0.0353047572240215,0.441198164903925,-3.88533738240478,"ZNF385D"
"GPR137C",0.773203383223419,5.320302569351,2.25533080537536,0.0271488879523203,0.403358144126335,-3.88551172241795,"GPR137C"
"PDE4C",1.54034072611166,1.66328420863811,2.06993544010701,0.0420419992959575,0.463634166957093,-3.88693485791903,"PDE4C"
"CEP85L",0.4845198595955,7.42352104809047,2.28596491479447,0.0251974714623288,0.389145258421841,-3.88707367226226,"CEP85L"
"CDK14",0.748121874190355,7.13107904601029,2.29047322621838,0.0249210031450537,0.387375320341019,-3.88824299812713,"CDK14"
"EEF1AKMT3",0.561509217679336,2.16099325285303,2.14135497227179,0.035626113417652,0.441198164903925,-3.88826210998352,"EEF1AKMT3"
"KNL1",0.915060651230195,2.14023519944276,2.14147533249552,0.0356160637804242,0.441198164903925,-3.8895210843769,"KNL1"
"PRKRA",-0.366419346404126,5.22490877476822,-2.23457477541462,0.0285456137587257,0.40908484645053,-3.89015676932341,"PRKRA"
"NKAPL",1.69577663652859,0.9870783856181,2.03638208569302,0.0453860949745297,0.478287214003348,-3.89102670790448,"NKAPL"
"LINC00339",0.586470038427052,2.28053230503801,2.13760731492653,0.0359402669622967,0.441517622738944,-3.89158785506032,"LINC00339"
"CCDC190",0.83757130966179,0.195245798187141,2.07927233132669,0.0411501588091275,0.461806957460118,-3.89173931275019,"CCDC190"
"PRC1",0.665531791535733,3.36160009894059,2.18753254058696,0.0319472107890567,0.423717142201505,-3.89289900608685,"PRC1"
"SARDH",-1.3345581502039,0.739929567111134,-1.99809228869701,0.0494794794932251,0.495040533493578,-3.89442182405433,"SARDH"
"KCNC1",1.06321577374964,2.96937431922795,2.20269516800114,0.0308139549924842,0.418097118722523,-3.89463277066369,"KCNC1"
"PHLDB2",1.14022578134626,3.5668927787211,2.03220201166993,0.0458183244685877,0.479355883873245,-3.89539392899536,"PHLDB2"
"FOXM1",0.841675227259352,1.2138635606014,2.10533538167949,0.0387467451347288,0.453246889417876,-3.89613979344343,"FOXM1"
"CAMTA2",0.471353469164031,4.25779702849137,2.20703639473823,0.0304960479327895,0.416896434067374,-3.89692947359387,"CAMTA2"
"CYS1",-1.22777079725256,-0.341214956223189,-1.95338942440368,0.0546546556708355,0.51146068153796,-3.89792250853848,"CYS1"
"MYO3A",1.41923330653697,0.790774429055235,2.09326058238767,0.0398446612848688,0.456074036147511,-3.89833819404726,"MYO3A"
"ARHGAP27",0.909457082707193,3.72345387540662,2.16187545884273,0.0339480080643962,0.436888790248589,-3.89895253287906,"ARHGAP27"
"RTCB",-0.479728066326962,5.7984150196324,-2.25565110965262,0.0271278140665112,0.403358144126335,-3.89898297983411,"RTCB"
"JADE2",-0.501032719797425,4.79927988493711,-2.21811948165865,0.0296974463176112,0.415882133068222,-3.89908378665069,"JADE2"
"AMPH",1.63178545279173,3.05023694125133,2.18194574411753,0.0323828254987565,0.425374104097688,-3.90049644417783,"AMPH"
"HPF1",-0.50648554256139,4.66366447490006,-2.22211765860695,0.0294138927809697,0.415506252070222,-3.90193773337882,"HPF1"
"ARMC5",0.65174110777756,2.25200693497225,2.14247576581912,0.0355326267671504,0.441198164903925,-3.90197766736599,"ARMC5"
"ZNF676",-1.83471993993613,4.04391449481623,-2.21301892596692,0.0300713694734986,0.415882133068222,-3.90217793155097,"ZNF676"
"TMEM143",0.55841612183132,3.17985307332872,2.18291936574295,0.0322991606691245,0.42528528391885,-3.90228092374869,"TMEM143"
"FARP1",0.81071844603956,6.19510361800671,2.23802306692541,0.0283092805594641,0.40813517854415,-3.90263577502762,"FARP1"
"KCNK4",1.07195295220175,-0.709725801941872,1.96859829115444,0.0528444494667259,0.508420733004462,-3.905138577924,"KCNK4"
"ZBTB8B",1.11536534914138,0.0136235279433751,2.0327604666137,0.0457603747948011,0.479355883873245,-3.90544325807012,"ZBTB8B"
"TTYH3",0.682176948086171,4.8565991736708,2.20713082180093,0.0304891651360366,0.416896434067374,-3.90581116280662,"TTYH3"
"FRMPD2",1.44803187328758,-0.739403457910566,1.96150724288827,0.0536819835350002,0.509727639419948,-3.90600244503017,"FRMPD2"
"ZNF736",0.552808584076652,4.8832331067672,2.20836650600532,0.0303992214730162,0.416532519629112,-3.90725328252713,"ZNF736"
"FAM111A",0.874133660517995,4.65125384858692,2.15054271488404,0.0348660350128158,0.44056283690604,-3.9073801158064,"FAM111A"
"EXOC3L1",1.26673067750605,0.699974344178745,2.00448386818381,0.0487749564040455,0.492425098715601,-3.9097100478249,"EXOC3L1"
"DKK1",-1.63860377588413,-1.02943469810337,-1.9364469540224,0.0567331057192899,0.517544758422812,-3.9110048889063,"DKK1"
"CNTN4-AS1",1.41227721462168,-0.676748890376182,1.97074025805914,0.0525936612082011,0.507402713519464,-3.91119841438576,"CNTN4-AS1"
"GNPTAB",0.543434017341393,5.55755182566986,2.21346671150105,0.030030442666586,0.415882133068222,-3.9113554295609,"GNPTAB"
"PLPPR1",1.30981710639673,-0.191808667776106,2.01772504652151,0.0473427429557305,0.485434856771539,-3.91140483289109,"PLPPR1"
"CFAP45",1.08938768460539,0.710933467295179,1.99901961883623,0.0493767254754816,0.494870434327026,-3.9114915004041,"CFAP45"
"ANKFY1",0.530940553984471,5.86818609993598,2.2381161502461,0.0283029248971348,0.40813517854415,-3.9122398871372,"ANKFY1"
"CYBC1",0.569737270344384,4.38593439434287,2.18390383705161,0.0322237696864713,0.42528528391885,-3.9136842989466,"CYBC1"
